id_usuario,fecha_compra,hora_compra,importe,descuento,importe_final,tienda
10212441G,2025-10-21,19:59:40,345.17,0.0,345.17,Bilbao
37302505R,2025-12-21,13:40:04,414.81,0.0,414.81,Donostia
,2025-12-15,20:10:54,274.3,0.0,274.3,Bilbao
15689592G,2025-04-01,08:50:51,439.58,34.12,405.46,Bilbao
,2025-02-15,19:13:08,230.06,0.0,230.06,Bilbao
31363912P,2025-12-26,15:19:42,443.91,0.0,443.91,Bilbao
,2025-05-14,09:05:25,181.81,0.0,181.81,Donostia
36179359Z,2025-02-27,18:20:17,8.41,0.0,8.41,Donostia
42899023K,2025-11-21,10:24:26,325.25,0.0,325.25,Bilbao
,2025-10-24,11:18:31,454.26,0.0,454.26,Bilbao
38127081G,2025-04-13,13:01:50,401.39,0.0,401.39,Vitoria-Gasteiz
22383226V,2025-11-18,13:46:17,26.94,0.0,26.94,Vitoria-Gasteiz
55614296C,2025-10-05,20:32:39,266.69,0.0,266.69,Vitoria-Gasteiz
78298409S,2025-12-10,13:54:59,21.98,0.0,21.98,Bilbao
68239500H,2025-01-28,19:25:46,155.54,0.0,155.54,Donostia
,2025-06-05,20:36:07,143.38,0.0,143.38,Vitoria-Gasteiz
,2025-06-20,15:10:15,324.33,0.0,324.33,Bilbao
45880668S,2025-01-24,14:53:35,90.4,0.0,90.4,Vitoria-Gasteiz
64753381D,2025-11-15,18:38:29,20.78,0.0,20.78,Vitoria-Gasteiz
30017560F,2025-09-08,13:12:48,209.18,0.0,209.18,Donostia
,2025-09-11,19:40:37,181.04,0.0,181.04,Donostia
,2025-09-30,11:10:18,4.92,0.0,4.92,Donostia
,2025-01-31,20:51:38,96.71,0.0,96.71,Donostia
,2025-11-07,14:32:08,439.12,0.0,439.12,Bilbao
67715785J,2025-11-14,09:14:41,255.29,0.0,255.29,Donostia
,2025-01-02,14:50:19,118.8,0.0,118.8,Donostia
27679001L,2025-10-13,19:02:18,410.63,0.0,410.63,Vitoria-Gasteiz
21978175L,2025-07-20,20:43:19,410.08,0.0,410.08,Vitoria-Gasteiz
42739939M,2025-07-16,14:57:45,256.41,48.87,207.54,Donostia
21845282C,2025-04-14,19:32:32,35.8,6.04,29.76,Donostia
25633362T,2025-10-04,20:03:19,25.25,0.95,24.3,Bilbao
,2025-06-05,17:44:39,482.93,0.0,482.93,Donostia
,2025-01-25,11:35:15,250.87,0.0,250.87,Bilbao
59694159M,2025-12-08,11:24:41,347.12,0.0,347.12,Vitoria-Gasteiz
,2025-12-29,11:36:21,308.56,0.0,308.56,Vitoria-Gasteiz
21966888W,2025-02-19,20:20:49,97.84,11.33,86.51,Bilbao
,2025-07-19,15:24:52,217.73,0.0,217.73,Vitoria-Gasteiz
39416674X,2025-10-17,17:00:13,153.37,0.0,153.37,Vitoria-Gasteiz
,2025-08-03,17:01:32,131.58,0.0,131.58,Bilbao
48320933A,2025-02-05,17:56:25,279.16,54.63,224.53,Donostia
74537261B,2025-08-18,16:32:50,340.95,0.0,340.95,Bilbao
,2025-06-04,19:07:11,243.38,0.0,243.38,Donostia
64798962G,2025-02-15,11:35:57,416.49,0.0,416.49,Donostia
90293374C,2025-02-21,17:51:07,435.3,0.0,435.3,Donostia
53768554M,2025-04-28,19:23:08,308.68,0.0,308.68,Vitoria-Gasteiz
,2025-10-14,20:05:32,162.27,0.0,162.27,Donostia
27534398V,2025-06-26,19:46:08,340.07,0.0,340.07,Bilbao
,2025-09-01,13:00:35,202.37,0.0,202.37,Donostia
95843339Q,2025-07-02,13:57:06,271.59,0.0,271.59,Donostia
,2025-03-09,13:32:43,409.33,0.0,409.33,Donostia
,2025-08-27,12:13:12,47.97,0.0,47.97,Vitoria-Gasteiz
12935121J,2025-04-07,19:54:08,454.1,0.0,454.1,Donostia
,2025-08-17,13:31:54,135.23,0.0,135.23,Donostia
,2025-10-21,08:50:41,89.42,0.0,89.42,Vitoria-Gasteiz
84411972V,2025-08-07,13:41:08,140.49,0.0,140.49,Donostia
20034717S,2025-12-03,19:47:11,135.54,0.0,135.54,Donostia
45552286G,2025-01-19,20:24:31,56.26,0.0,56.26,Donostia
,2025-07-18,20:59:55,194.1,0.0,194.1,Donostia
,2025-12-07,14:36:30,181.35,0.0,181.35,Bilbao
,2025-03-09,12:52:24,193.56,0.0,193.56,Vitoria-Gasteiz
,2025-04-05,12:25:48,493.3,0.0,493.3,Bilbao
51534684X,2025-11-10,13:37:03,483.48,0.0,483.48,Vitoria-Gasteiz
38725424W,2025-06-26,08:56:05,393.63,0.0,393.63,Donostia
34736350W,2025-11-26,20:37:48,293.66,0.0,293.66,Donostia
97886291Q,2025-11-06,13:50:13,104.99,0.0,104.99,Bilbao
31161420P,2025-03-31,09:25:30,416.22,0.0,416.22,Vitoria-Gasteiz
,2025-09-13,20:31:34,292.14,0.0,292.14,Vitoria-Gasteiz
99032541S,2025-12-02,08:44:40,151.16,0.0,151.16,Bilbao
57146330R,2025-10-19,14:07:01,29.7,0.0,29.7,Donostia
,2025-10-30,08:43:50,432.11,0.0,432.11,Vitoria-Gasteiz
,2025-11-18,14:22:10,112.34,0.0,112.34,Vitoria-Gasteiz
79946339H,2025-08-20,20:16:52,349.14,0.0,349.14,Donostia
83852258P,2025-03-22,09:05:14,153.0,0.0,153.0,Donostia
91918521X,2025-04-09,14:45:56,155.33,0.0,155.33,Donostia
,2025-09-16,14:19:49,160.15,0.0,160.15,Donostia
64879965R,2025-09-05,13:34:31,173.19,31.24,141.95,Bilbao
,2025-05-17,14:26:48,80.98,0.0,80.98,Bilbao
,2025-06-21,20:03:04,198.34,0.0,198.34,Donostia
60081532N,2025-03-10,08:39:39,113.27,0.0,113.27,Vitoria-Gasteiz
,2025-03-01,13:36:47,216.12,0.0,216.12,Donostia
21451750H,2025-02-07,13:49:52,205.25,0.0,205.25,Bilbao
,2025-07-27,08:47:34,374.84,0.0,374.84,Bilbao
,2025-04-17,09:14:19,471.55,0.0,471.55,Donostia
85927619X,2025-02-24,13:56:45,107.85,0.0,107.85,Bilbao
30792800D,2025-12-25,20:51:21,388.1,32.97,355.13,Vitoria-Gasteiz
16060991E,2025-03-04,14:38:17,282.49,0.0,282.49,Donostia
32669572G,2025-06-29,20:45:01,159.11,17.67,141.44,Bilbao
,2025-01-05,17:12:56,303.51,0.0,303.51,Bilbao
44338093G,2025-10-12,19:25:56,335.82,0.0,335.82,Bilbao
87115675R,2025-04-15,13:03:13,311.12,0.0,311.12,Donostia
64727402C,2025-01-06,10:50:18,320.29,0.0,320.29,Vitoria-Gasteiz
88814076J,2025-06-18,13:39:26,489.87,0.0,489.87,Donostia
97153391B,2025-11-12,13:26:55,224.57,0.0,224.57,Bilbao
36223158K,2025-03-07,12:49:24,270.92,0.0,270.92,Vitoria-Gasteiz
49534359H,2025-06-29,20:12:22,436.44,70.54,365.9,Bilbao
31437550T,2025-06-28,16:26:25,326.24,60.38,265.86,Donostia
,2025-05-17,13:58:05,256.55,0.0,256.55,Vitoria-Gasteiz
,2025-01-06,10:40:09,379.65,0.0,379.65,Bilbao
96758317P,2025-10-23,18:34:17,98.09,12.02,86.07,Vitoria-Gasteiz
,2025-01-07,17:22:50,131.72,0.0,131.72,Bilbao
90293374C,2025-02-23,14:48:55,157.87,0.0,157.87,Donostia
,2025-11-28,13:14:36,340.7,0.0,340.7,Donostia
,2025-04-29,20:16:15,122.74,0.0,122.74,Donostia
70226943P,2025-06-04,09:28:58,267.31,0.0,267.31,Vitoria-Gasteiz
32380006P,2025-10-11,20:11:12,187.95,16.47,171.48,Bilbao
23930116L,2025-10-25,19:03:02,39.56,0.0,39.56,Bilbao
98782114N,2025-05-09,14:16:34,282.24,0.0,282.24,Donostia
47111151K,2025-04-08,08:49:39,486.05,0.0,486.05,Vitoria-Gasteiz
83116895R,2025-10-18,09:29:32,325.56,0.0,325.56,Bilbao
58127836M,2025-07-14,19:03:20,153.8,0.0,153.8,Bilbao
,2025-10-19,19:47:54,175.79,0.0,175.79,Vitoria-Gasteiz
45185977Q,2025-01-23,19:33:10,258.95,0.0,258.95,Vitoria-Gasteiz
,2025-10-21,19:59:15,27.1,0.0,27.1,Vitoria-Gasteiz
70097443K,2025-09-16,16:32:59,372.93,0.0,372.93,Vitoria-Gasteiz
48459695Y,2025-03-12,20:00:34,466.22,0.0,466.22,Donostia
20203603N,2025-06-19,12:20:37,466.03,0.0,466.03,Bilbao
,2025-03-19,20:30:22,498.63,0.0,498.63,Donostia
,2025-12-01,09:31:02,499.68,0.0,499.68,Bilbao
23998950Z,2025-03-19,13:16:50,138.17,17.34,120.83,Donostia
,2025-06-25,18:15:15,30.49,0.0,30.49,Vitoria-Gasteiz
,2025-10-25,20:39:58,371.97,0.0,371.97,Vitoria-Gasteiz
44570991G,2025-03-16,13:48:28,246.22,40.79,205.43,Bilbao
,2025-11-02,14:08:12,321.69,0.0,321.69,Bilbao
90746724V,2025-03-20,18:21:36,322.98,0.0,322.98,Bilbao
,2025-01-19,17:48:02,348.35,0.0,348.35,Vitoria-Gasteiz
87406861F,2025-08-06,20:43:11,413.77,0.0,413.77,Bilbao
,2025-08-30,14:23:54,304.91,0.0,304.91,Bilbao
,2025-02-24,14:25:49,11.99,0.0,11.99,Vitoria-Gasteiz
45379236Y,2025-03-15,11:56:11,385.73,0.0,385.73,Bilbao
53330124R,2025-09-11,20:16:34,151.39,0.0,151.39,Vitoria-Gasteiz
11168310Q,2025-12-18,14:54:10,55.5,0.0,55.5,Vitoria-Gasteiz
,2025-01-17,20:55:47,241.35,0.0,241.35,Vitoria-Gasteiz
32171266Q,2025-07-15,20:47:59,176.13,0.0,176.13,Vitoria-Gasteiz
,2025-10-25,14:36:45,282.86,0.0,282.86,Vitoria-Gasteiz
77402910K,2025-12-22,14:08:34,306.2,0.0,306.2,Donostia
92569278M,2025-09-27,10:04:07,26.0,0.0,26.0,Vitoria-Gasteiz
,2025-07-26,17:22:38,289.02,0.0,289.02,Vitoria-Gasteiz
,2025-02-17,13:27:43,79.1,0.0,79.1,Donostia
49861848X,2025-07-03,08:52:58,90.47,12.84,77.63,Bilbao
32407375F,2025-07-07,20:33:57,27.38,0.0,27.38,Donostia
64328067B,2025-10-13,13:48:13,64.41,0.0,64.41,Vitoria-Gasteiz
,2025-01-09,20:13:37,168.51,0.0,168.51,Donostia
,2025-01-26,19:20:57,454.89,0.0,454.89,Donostia
65798376E,2025-04-17,15:25:57,180.89,0.0,180.89,Vitoria-Gasteiz
54893535X,2025-07-19,17:54:17,403.58,0.0,403.58,Vitoria-Gasteiz
89262830Z,2025-07-18,18:44:10,11.88,0.0,11.88,Bilbao
13284268C,2025-04-11,20:39:53,418.08,0.0,418.08,Bilbao
87166054X,2025-06-27,19:53:36,313.7,0.0,313.7,Donostia
,2025-07-26,19:06:16,115.02,0.0,115.02,Donostia
12126552D,2025-10-28,11:45:59,56.27,0.0,56.27,Vitoria-Gasteiz
80013001A,2025-03-21,11:40:10,353.6,42.7,310.9,Vitoria-Gasteiz
,2025-09-24,17:04:36,428.61,0.0,428.61,Donostia
,2025-12-12,20:27:22,359.84,0.0,359.84,Donostia
,2025-03-01,14:50:36,482.64,0.0,482.64,Vitoria-Gasteiz
,2025-07-18,20:21:58,122.03,0.0,122.03,Vitoria-Gasteiz
,2025-12-12,20:02:34,149.58,0.0,149.58,Bilbao
56285162E,2025-12-03,14:35:46,91.69,0.0,91.69,Vitoria-Gasteiz
,2025-04-16,11:26:24,262.66,0.0,262.66,Bilbao
12501799B,2025-12-01,19:48:02,271.68,0.0,271.68,Vitoria-Gasteiz
96661916T,2025-10-26,19:08:00,316.98,0.0,316.98,Vitoria-Gasteiz
39572241M,2025-12-09,13:09:23,109.88,0.0,109.88,Donostia
50296367J,2025-11-11,15:29:37,13.2,0.0,13.2,Vitoria-Gasteiz
93491710E,2025-05-25,19:49:03,224.57,0.0,224.57,Bilbao
,2025-08-12,14:47:37,127.0,0.0,127.0,Bilbao
,2025-11-15,14:29:41,213.84,0.0,213.84,Vitoria-Gasteiz
39026589M,2025-12-09,11:44:49,164.03,0.0,164.03,Vitoria-Gasteiz
77369510V,2025-06-13,19:28:20,300.36,26.22,274.14,Donostia
,2025-12-08,14:43:21,33.93,0.0,33.93,Vitoria-Gasteiz
,2025-04-30,19:51:23,5.58,0.0,5.58,Donostia
91128319L,2025-08-20,08:50:20,122.87,0.0,122.87,Donostia
65102403Y,2025-07-31,18:02:25,331.1,0.0,331.1,Donostia
24746499V,2025-04-30,13:02:04,50.44,0.0,50.44,Vitoria-Gasteiz
88917242R,2025-07-04,19:33:06,287.87,0.0,287.87,Bilbao
,2025-01-02,14:52:44,242.73,0.0,242.73,Donostia
,2025-11-19,13:47:33,451.57,0.0,451.57,Vitoria-Gasteiz
,2025-08-28,14:49:00,380.28,0.0,380.28,Bilbao
,2025-08-24,18:12:31,51.77,0.0,51.77,Bilbao
50467348N,2025-12-07,19:53:09,381.89,0.0,381.89,Vitoria-Gasteiz
60773348B,2025-09-04,12:09:35,215.9,0.0,215.9,Donostia
43104034X,2025-09-03,18:15:30,250.42,0.0,250.42,Donostia
,2025-03-19,20:51:25,73.02,0.0,73.02,Bilbao
35464426J,2025-07-13,13:03:32,234.1,0.0,234.1,Vitoria-Gasteiz
,2025-05-14,17:40:53,185.58,0.0,185.58,Bilbao
29593110E,2025-12-10,13:23:34,292.21,0.0,292.21,Bilbao
40922883H,2025-08-12,08:50:50,309.02,0.0,309.02,Donostia
,2025-01-21,19:25:17,168.17,0.0,168.17,Vitoria-Gasteiz
44860094C,2025-01-21,16:33:39,475.87,0.0,475.87,Bilbao
39692434T,2025-10-28,20:49:57,299.77,0.0,299.77,Donostia
,2025-04-02,20:44:46,16.08,0.0,16.08,Bilbao
45643304B,2025-03-29,13:54:21,181.46,0.0,181.46,Bilbao
12472218P,2025-09-10,08:34:23,32.89,0.0,32.89,Bilbao
61747236X,2025-04-23,14:13:53,242.41,0.0,242.41,Vitoria-Gasteiz
,2025-02-28,14:14:55,172.15,0.0,172.15,Donostia
32525487Z,2025-03-27,19:17:56,53.46,0.0,53.46,Vitoria-Gasteiz
,2025-04-20,16:13:44,344.62,0.0,344.62,Donostia
,2025-09-30,17:47:35,417.16,0.0,417.16,Bilbao
89270272G,2025-08-11,19:11:45,27.36,0.0,27.36,Bilbao
,2025-11-25,20:04:34,160.63,0.0,160.63,Bilbao
22102523Y,2025-10-13,08:55:58,429.69,0.0,429.69,Donostia
,2025-09-04,14:00:25,191.85,0.0,191.85,Bilbao
61319214H,2025-12-07,13:23:40,469.91,0.0,469.91,Bilbao
,2025-09-21,11:49:06,226.32,0.0,226.32,Vitoria-Gasteiz
76390745V,2025-05-08,14:49:56,453.62,0.0,453.62,Bilbao
76566526D,2025-11-03,13:13:18,322.72,41.42,281.3,Bilbao
,2025-03-06,13:59:24,268.43,0.0,268.43,Vitoria-Gasteiz
,2025-10-01,19:41:39,394.43,0.0,394.43,Bilbao
,2025-02-17,13:30:03,428.29,0.0,428.29,Bilbao
41781005X,2025-06-06,18:14:18,209.08,0.0,209.08,Bilbao
46875781X,2025-10-10,11:50:43,173.73,0.0,173.73,Bilbao
82997169J,2025-02-13,14:30:01,185.53,0.0,185.53,Bilbao
95861593P,2025-10-02,14:21:51,235.14,0.0,235.14,Donostia
,2025-10-04,20:00:38,384.47,0.0,384.47,Donostia
,2025-01-23,14:20:27,424.26,0.0,424.26,Bilbao
,2025-01-26,19:48:21,428.01,0.0,428.01,Bilbao
,2025-08-20,11:20:06,298.27,0.0,298.27,Bilbao
,2025-12-01,13:32:33,115.46,0.0,115.46,Donostia
81294843D,2025-03-29,19:53:45,17.13,0.0,17.13,Donostia
,2025-01-17,10:11:50,54.03,0.0,54.03,Vitoria-Gasteiz
,2025-09-12,19:26:14,79.17,0.0,79.17,Bilbao
80405340P,2025-07-29,15:06:18,56.79,11.22,45.57,Donostia
41088819D,2025-07-14,11:23:46,406.82,0.0,406.82,Donostia
,2025-12-02,16:41:42,111.8,0.0,111.8,Vitoria-Gasteiz
,2025-08-03,14:11:27,475.91,0.0,475.91,Donostia
43437150V,2025-05-27,13:46:46,263.5,12.77,250.73,Bilbao
,2025-03-21,14:18:26,237.16,0.0,237.16,Vitoria-Gasteiz
33051017V,2025-08-04,14:22:35,32.21,1.67,30.54,Donostia
,2025-10-03,19:59:32,497.11,0.0,497.11,Vitoria-Gasteiz
,2025-05-14,11:35:37,427.38,0.0,427.38,Donostia
23661165F,2025-07-13,20:55:27,237.24,45.47,191.77,Vitoria-Gasteiz
85071900Y,2025-03-08,16:00:28,113.07,0.0,113.07,Donostia
,2025-02-14,20:53:35,16.98,0.0,16.98,Vitoria-Gasteiz
58309976P,2025-06-23,20:12:44,62.51,0.0,62.51,Bilbao
95407178G,2025-01-09,13:57:01,98.34,13.75,84.59,Donostia
10240509N,2025-09-23,20:24:07,187.52,0.0,187.52,Bilbao
,2025-08-24,19:11:33,380.29,0.0,380.29,Donostia
18228710Z,2025-11-04,15:32:30,324.44,0.0,324.44,Vitoria-Gasteiz
82738102H,2025-05-14,20:13:59,67.27,0.0,67.27,Bilbao
,2025-10-24,12:30:55,98.25,0.0,98.25,Donostia
,2025-04-06,14:36:56,491.8,0.0,491.8,Bilbao
,2025-02-09,17:01:25,356.57,0.0,356.57,Donostia
40368651V,2025-05-31,10:21:46,7.94,0.74,7.2,Bilbao
40536328R,2025-10-01,10:37:22,220.18,0.0,220.18,Bilbao
42974235T,2025-03-14,19:22:05,186.79,0.0,186.79,Bilbao
69488887E,2025-07-18,09:14:11,182.58,25.21,157.37,Donostia
97028555L,2025-07-02,10:19:10,207.43,0.0,207.43,Vitoria-Gasteiz
98759185Z,2025-02-10,14:12:47,289.34,0.0,289.34,Vitoria-Gasteiz
47585083S,2025-12-06,15:06:32,111.56,20.48,91.08,Donostia
,2025-09-22,11:09:36,252.99,0.0,252.99,Donostia
22713782V,2025-01-06,10:44:10,464.89,82.97,381.92,Bilbao
,2025-05-20,19:56:40,327.27,0.0,327.27,Vitoria-Gasteiz
54646831G,2025-10-26,20:30:33,124.01,0.0,124.01,Vitoria-Gasteiz
28905541S,2025-10-29,14:47:09,80.54,0.0,80.54,Vitoria-Gasteiz
56866068V,2025-04-01,19:11:51,487.21,0.0,487.21,Bilbao
,2025-10-18,20:36:47,18.76,0.0,18.76,Donostia
,2025-02-27,19:28:05,176.17,0.0,176.17,Bilbao
,2025-10-23,16:37:27,119.24,0.0,119.24,Bilbao
,2025-07-18,11:01:07,445.07,0.0,445.07,Donostia
,2025-01-03,14:57:23,371.03,0.0,371.03,Donostia
99021066V,2025-09-18,20:53:39,206.01,0.0,206.01,Donostia
94132214E,2025-01-09,13:01:39,38.73,3.59,35.14,Vitoria-Gasteiz
59741241Y,2025-09-01,12:36:11,186.87,0.0,186.87,Bilbao
58076816E,2025-03-20,13:08:03,107.59,0.0,107.59,Donostia
32093124M,2025-02-03,09:49:06,292.61,0.0,292.61,Bilbao
27437913V,2025-07-28,14:24:49,12.88,0.0,12.88,Vitoria-Gasteiz
47793045B,2025-12-09,12:18:43,450.58,0.0,450.58,Vitoria-Gasteiz
,2025-04-01,20:18:10,251.11,0.0,251.11,Bilbao
,2025-08-18,16:48:29,45.33,0.0,45.33,Donostia
14711696E,2025-07-01,16:04:17,121.38,15.16,106.22,Donostia
,2025-02-02,20:34:08,190.11,0.0,190.11,Donostia
,2025-05-10,16:04:56,451.3,0.0,451.3,Bilbao
15015068R,2025-03-02,14:01:38,453.69,0.0,453.69,Donostia
,2025-07-18,19:30:58,299.33,0.0,299.33,Donostia
,2025-02-23,17:21:50,73.33,0.0,73.33,Donostia
,2025-01-23,20:45:51,210.96,0.0,210.96,Vitoria-Gasteiz
52413353X,2025-12-25,20:12:55,305.15,0.0,305.15,Vitoria-Gasteiz
72413522T,2025-05-14,08:39:15,396.4,0.0,396.4,Bilbao
85644718D,2025-09-03,14:44:24,391.51,0.0,391.51,Donostia
32875584M,2025-03-07,11:45:24,434.55,0.0,434.55,Donostia
46733465H,2025-03-15,13:24:04,142.36,8.21,134.15,Donostia
,2025-04-14,14:17:16,424.54,0.0,424.54,Donostia
72518625Q,2025-11-17,14:49:45,418.28,0.0,418.28,Bilbao
,2025-06-11,20:54:22,33.82,0.0,33.82,Bilbao
35609022P,2025-07-16,09:50:05,475.18,0.0,475.18,Donostia
97606974B,2025-05-14,13:02:52,216.35,39.92,176.43,Donostia
86752354B,2025-09-20,13:38:50,410.18,0.0,410.18,Bilbao
25883603R,2025-04-26,11:28:42,346.99,0.0,346.99,Bilbao
57709658J,2025-06-01,11:16:54,422.09,52.41,369.68,Donostia
63629147S,2025-10-16,13:48:42,483.85,0.0,483.85,Vitoria-Gasteiz
89507281K,2025-01-14,19:25:18,362.02,0.0,362.02,Bilbao
,2025-06-28,08:56:41,261.43,0.0,261.43,Vitoria-Gasteiz
,2025-04-08,20:59:02,470.99,0.0,470.99,Vitoria-Gasteiz
,2025-10-02,14:24:08,119.99,0.0,119.99,Vitoria-Gasteiz
,2025-08-27,13:46:56,301.29,0.0,301.29,Bilbao
,2025-01-13,11:00:35,162.08,0.0,162.08,Vitoria-Gasteiz
21178989Z,2025-10-05,10:16:25,327.81,0.0,327.81,Donostia
,2025-08-01,18:46:18,76.93,0.0,76.93,Bilbao
,2025-07-28,16:15:52,456.74,0.0,456.74,Vitoria-Gasteiz
13978854Y,2025-04-11,14:12:47,132.02,0.0,132.02,Bilbao
,2025-03-14,14:18:29,84.27,0.0,84.27,Donostia
,2025-02-09,14:04:31,187.52,0.0,187.52,Vitoria-Gasteiz
87268195P,2025-12-28,20:20:01,87.9,0.0,87.9,Bilbao
,2025-10-21,14:19:26,116.15,0.0,116.15,Donostia
59324593A,2025-03-19,13:26:34,222.66,0.0,222.66,Vitoria-Gasteiz
23246654W,2025-02-12,13:33:55,463.91,35.88,428.03,Bilbao
66080551X,2025-08-28,20:26:50,331.45,30.74,300.71,Bilbao
,2025-05-02,19:01:49,295.77,0.0,295.77,Vitoria-Gasteiz
73350141J,2025-01-26,12:23:52,49.69,0.0,49.69,Bilbao
73805415W,2025-09-16,13:05:01,380.03,0.0,380.03,Donostia
70625522C,2025-10-09,13:29:41,159.12,0.0,159.12,Vitoria-Gasteiz
,2025-05-11,19:34:40,187.1,0.0,187.1,Bilbao
10834510S,2025-09-20,11:19:34,316.68,0.0,316.68,Bilbao
11363193C,2025-10-12,14:55:00,210.18,14.78,195.4,Bilbao
40172694C,2025-11-12,08:44:37,109.8,0.0,109.8,Donostia
,2025-01-03,19:22:36,188.51,0.0,188.51,Vitoria-Gasteiz
69150347L,2025-02-12,10:14:43,203.64,0.0,203.64,Bilbao
,2025-10-19,19:32:08,378.97,0.0,378.97,Vitoria-Gasteiz
10899167L,2025-09-21,20:22:03,437.78,0.0,437.78,Bilbao
,2025-04-13,14:05:24,464.14,0.0,464.14,Bilbao
18023018B,2025-07-20,16:57:02,352.0,0.0,352.0,Bilbao
,2025-04-04,13:30:05,93.64,0.0,93.64,Donostia
92301198J,2025-03-30,20:19:00,95.76,17.71,78.05,Bilbao
,2025-09-22,14:04:17,270.72,0.0,270.72,Donostia
54941686E,2025-01-09,12:50:14,137.76,17.17,120.59,Bilbao
65247741F,2025-04-05,13:41:51,18.02,0.0,18.02,Donostia
,2025-12-19,17:43:44,44.28,0.0,44.28,Vitoria-Gasteiz
,2025-10-20,12:22:53,292.29,0.0,292.29,Vitoria-Gasteiz
,2025-03-08,19:04:50,128.9,0.0,128.9,Vitoria-Gasteiz
21591585J,2025-03-01,09:50:29,284.55,0.0,284.55,Donostia
19983880P,2025-05-22,14:39:42,374.23,0.0,374.23,Vitoria-Gasteiz
24857956Q,2025-08-07,19:40:00,193.57,0.0,193.57,Donostia
24914293A,2025-11-10,10:00:39,495.06,0.0,495.06,Vitoria-Gasteiz
,2025-12-11,09:23:04,197.36,0.0,197.36,Bilbao
58224243L,2025-12-28,08:33:08,470.26,0.0,470.26,Vitoria-Gasteiz
,2025-03-07,19:43:39,426.4,0.0,426.4,Vitoria-Gasteiz
,2025-07-20,09:20:35,142.0,0.0,142.0,Bilbao
30703357J,2025-08-30,14:40:55,112.93,0.0,112.93,Bilbao
30242554S,2025-08-13,08:37:34,39.08,0.0,39.08,Vitoria-Gasteiz
,2025-01-21,17:19:35,195.82,0.0,195.82,Bilbao
,2025-11-10,14:57:30,435.23,0.0,435.23,Donostia
,2025-09-29,20:34:37,354.73,0.0,354.73,Vitoria-Gasteiz
,2025-08-12,13:03:47,145.32,0.0,145.32,Bilbao
,2025-08-01,08:48:39,261.74,0.0,261.74,Bilbao
73849613V,2025-01-26,19:27:58,157.15,0.0,157.15,Bilbao
,2025-10-10,10:54:14,88.29,0.0,88.29,Donostia
43456275Y,2025-08-23,13:39:29,143.64,0.0,143.64,Vitoria-Gasteiz
20818907C,2025-02-06,13:11:58,93.32,0.0,93.32,Bilbao
68550872Q,2025-06-12,19:01:37,123.63,0.0,123.63,Bilbao
80854663A,2025-01-07,08:57:21,93.23,0.0,93.23,Bilbao
,2025-08-31,10:35:40,447.35,0.0,447.35,Donostia
76532104H,2025-04-21,14:00:49,171.73,0.0,171.73,Bilbao
,2025-05-29,10:09:09,328.59,0.0,328.59,Donostia
,2025-07-29,13:42:50,372.74,0.0,372.74,Donostia
96613578P,2025-12-13,16:59:53,77.08,0.0,77.08,Vitoria-Gasteiz
,2025-02-08,16:46:19,125.17,0.0,125.17,Vitoria-Gasteiz
40960753F,2025-03-26,09:31:28,205.51,0.0,205.51,Bilbao
16796660J,2025-07-22,12:57:11,58.0,0.0,58.0,Vitoria-Gasteiz
43912859V,2025-11-25,13:50:22,313.36,0.0,313.36,Donostia
81082511J,2025-03-06,13:10:35,198.47,0.0,198.47,Bilbao
,2025-10-18,12:08:35,46.84,0.0,46.84,Bilbao
,2025-10-23,14:47:38,97.74,0.0,97.74,Vitoria-Gasteiz
82468885Q,2025-05-28,16:33:37,445.57,0.0,445.57,Vitoria-Gasteiz
42044397Y,2025-03-30,19:49:55,119.21,0.0,119.21,Bilbao
32986243B,2025-05-13,13:21:45,202.0,0.0,202.0,Bilbao
,2025-08-21,12:23:18,407.71,0.0,407.71,Bilbao
24863212M,2025-07-10,13:05:11,368.03,27.46,340.57,Vitoria-Gasteiz
40269313Q,2025-07-15,19:46:18,236.75,0.0,236.75,Vitoria-Gasteiz
99653226E,2025-04-21,20:37:57,23.17,3.38,19.79,Bilbao
,2025-01-31,08:49:14,337.24,0.0,337.24,Bilbao
12157563Q,2025-12-10,19:21:14,237.55,0.0,237.55,Bilbao
,2025-01-09,18:11:01,5.4,0.0,5.4,Bilbao
75591219V,2025-04-30,13:19:35,16.81,0.0,16.81,Bilbao
,2025-10-05,20:35:35,295.88,0.0,295.88,Vitoria-Gasteiz
59917079D,2025-10-04,08:53:20,101.81,0.0,101.81,Vitoria-Gasteiz
,2025-05-06,14:46:51,336.53,0.0,336.53,Bilbao
,2025-06-19,13:45:22,277.41,0.0,277.41,Vitoria-Gasteiz
91747708H,2025-08-02,14:33:51,133.42,17.7,115.72,Donostia
67528879M,2025-02-11,19:44:41,127.85,0.0,127.85,Vitoria-Gasteiz
98522386T,2025-06-29,20:28:40,214.53,19.42,195.11,Bilbao
75832803D,2025-03-24,13:36:18,462.19,0.0,462.19,Vitoria-Gasteiz
27286517F,2025-09-14,13:42:59,222.92,0.0,222.92,Donostia
92275939P,2025-07-24,12:26:28,292.7,29.41,263.29,Bilbao
43056017V,2025-09-03,19:22:11,69.25,0.0,69.25,Donostia
,2025-07-29,17:10:25,179.18,0.0,179.18,Vitoria-Gasteiz
,2025-12-17,20:30:33,222.02,0.0,222.02,Bilbao
67732728M,2025-10-14,17:12:39,200.51,31.97,168.54,Donostia
